"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000262580.5",201.974803714899,0.377243963252298,0.335616246910103,1.12403367454778,0.260998740459713,0.426595335586843,"ENSG00000262580","Not-Significant","RP11-334C17.5","antisense"
"ENSG00000287907.1",0.830257491025295,-1.57176358202489,1.39834245042137,-1.12401907097311,0.261004935551574,0.426595335586843,"ENSG00000287907","Not-Significant",NA,NA
"ENSG00000280414.1",0.84889299188137,-1.87652833822698,1.66949982876078,-1.12400630769748,0.261010350039662,0.426595335586843,"ENSG00000280414","Not-Significant","RP11-572N21.1","TEC"
"ENSG00000239627.3",1.7759260700529,-1.3082184465541,1.16398545216396,-1.12391305589087,0.261049912052913,0.426640092772953,"ENSG00000239627","Not-Significant","RPL12P20","processed_pseudogene"
"ENSG00000269293.3",300.825827818051,0.244218053161911,0.217336131521757,1.12368823099928,0.261145310904869,0.426756190473067,"ENSG00000269293","Not-Significant","ZSCAN16-AS1","antisense"
"ENSG00000225370.1",6.49996916493458,-0.528967379821482,0.470780302322872,-1.12359709446532,0.261183989292544,0.42678350314729,"ENSG00000225370","Not-Significant","AC011515.2","unprocessed_pseudogene"
"ENSG00000249492.2",39.2227811131819,-0.298311120205995,0.265523689452177,-1.12348213005576,0.261232785891442,0.426839411141995,"ENSG00000249492","Not-Significant","RP11-159F24.3","processed_transcript"
"ENSG00000279392.1",24.1930183785048,-0.327058708519228,0.291136164128712,-1.12338743452921,0.261272984104902,0.426885183888227,"ENSG00000279392","Not-Significant","RP11-665C16.9","processed_pseudogene"
"ENSG00000285745.1",1.24240485477089,-1.22375438802526,1.08941270167166,-1.12331569674877,0.261303439611245,0.426915034824659,"ENSG00000285745","Not-Significant",NA,NA
"ENSG00000237317.2",0.807477622767332,-2.09097347526092,1.86152810150384,-1.12325646525117,0.261328587558973,NA,"ENSG00000237317","Not-Significant","RP4-809F4.1","processed_pseudogene"
"ENSG00000259414.1",0.685871017750078,-1.77963059391183,1.58439980037313,-1.12322066279781,0.261343789036549,NA,"ENSG00000259414","Not-Significant","HERC2P7","unprocessed_pseudogene"
"ENSG00000236523.2",0.762626766782887,-1.2384186720417,1.10290474949498,-1.12287001448563,0.261492704233205,NA,"ENSG00000236523","Not-Significant","NPM1P40","processed_pseudogene"
"ENSG00000253721.1",0.880915543390527,1.27234762687627,1.13339159733094,1.12260195846922,0.261606583243954,0.427270833245626,"ENSG00000253721","Not-Significant","SUMO2P20","processed_pseudogene"
"ENSG00000273450.1",3.03057955409597,0.607870641855281,0.54156745050929,1.12242831670116,0.261680370268968,0.427351501998475,"ENSG00000273450","Not-Significant","RP11-76P2.4","antisense"
"ENSG00000248930.1",0.717320980180615,-1.83245442922683,1.63305618220091,-1.12210127808168,0.261819380533655,NA,"ENSG00000248930","Not-Significant","CTC-250P20.1","processed_pseudogene"
"ENSG00000211796.1",8.30740815026418,-0.726705488286972,0.647688338236176,-1.12199872282089,0.261862982939499,0.427609862842478,"ENSG00000211796","Not-Significant","TRAV16","TR_V_gene"
"ENSG00000202517.1",0.592040482603571,1.32087226204818,1.17725080589459,1.12199733092937,0.261863574750759,NA,"ENSG00000202517","Not-Significant","SNORA64","snoRNA"
"ENSG00000235207.1",1.16628394928503,-1.12715185374712,1.00472539733891,-1.12185066360666,0.261925940661945,0.427656311531472,"ENSG00000235207","Not-Significant","TUBBP6","processed_pseudogene"
"ENSG00000227121.2",1.28435996211264,1.2902296106778,1.15009541782286,1.12184571008918,0.26192804717689,0.427656311531472,"ENSG00000227121","Not-Significant","RP11-319F12.2","lincRNA"
"ENSG00000229109.2",24.6203400810671,-0.618736679678198,0.551553816892739,-1.12180654131621,0.261944704359986,0.427663577857874,"ENSG00000229109","Not-Significant","RP11-439K3.1","antisense"
