"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000099953.10",15038.0893274244,-6.9015755024196,0.437253335742711,-15.7839287622511,4.01406156342593e-56,1.40632646874628e-51,"ENSG00000099953","Down-regulated","MMP11","protein_coding"
"ENSG00000123500.10",7133.62159791379,-8.3971927596249,0.562921672494268,-14.9171601839693,2.54892713477089e-50,4.4650831083349e-46,"ENSG00000123500","Down-regulated","COL10A1","protein_coding"
"ENSG00000137745.12",538.411275896151,-7.19567192096128,0.532871691277404,-13.5035732592808,1.48971809449644e-41,1.73974244802276e-37,"ENSG00000137745","Down-regulated","MMP13","protein_coding"
"ENSG00000060718.22",9296.53716488859,-6.88814281686783,0.558636944312688,-12.3302672460064,6.22399586390213e-35,5.45144237729527e-31,"ENSG00000060718","Down-regulated","COL11A1","protein_coding"
"ENSG00000091704.10",56.7724371024325,6.44759844637681,0.549383175606702,11.7360682537402,8.32682911531361e-32,4.86217430091688e-28,"ENSG00000091704","Over-expressed","CPA1","protein_coding"
"ENSG00000059573.9",6496.72635409825,-1.12519067897788,0.097865884472928,-11.4972718535961,1.36151030444515e-30,6.81435907374797e-27,"ENSG00000059573","Down-regulated","ALDH18A1","protein_coding"
"ENSG00000172156.4",29.1606239259111,-4.21433682395371,0.366931177080032,-11.4853604359559,1.56282313798729e-30,6.84418857992308e-27,"ENSG00000172156","Down-regulated","CCL11","protein_coding"
"ENSG00000119771.15",973.427332066414,3.04183012539196,0.265540806017213,11.4552266787756,2.21383332075372e-30,8.61796115473407e-27,"ENSG00000119771","Over-expressed","KLHL29","protein_coding"
"ENSG00000224940.9",259.282924854861,6.18442555287002,0.54349700957535,11.378950470587,5.32365390997983e-30,1.86514214736143e-26,"ENSG00000224940","Over-expressed","PRRT4","protein_coding"
"ENSG00000119927.14",17651.7009609311,4.45054032647668,0.404309878754573,11.0077456929473,3.50668216152762e-28,1.11687826844655e-24,"ENSG00000119927","Over-expressed","GPAM","protein_coding"
"ENSG00000122641.11",4206.54286255403,-4.03615433099278,0.368514484835876,-10.9524984690638,6.46396543497502e-28,1.88720857511958e-24,"ENSG00000122641","Down-regulated","INHBA","protein_coding"
"ENSG00000185149.6",176.439983528632,7.46345643200948,0.685512943836096,10.8874040951646,1.32359339905991e-27,3.56708421046645e-24,"ENSG00000185149","Over-expressed","NPY2R","protein_coding"
"ENSG00000165474.8",2999.44036085614,-5.58685261441518,0.5147320651742,-10.8539043755209,1.9108454147298e-27,4.78189065036132e-24,"ENSG00000165474","Down-regulated","GJB2","protein_coding"
"ENSG00000169241.19",3097.45394095838,-1.81531014593229,0.170775579322419,-10.6297993725733,2.16577881318819e-26,5.05853738133654e-23,"ENSG00000169241","Down-regulated","SLC50A1","protein_coding"
"ENSG00000161888.11",573.769147440844,-4.02644428392783,0.381307302521288,-10.559578212387,4.5871833669152e-26,1.00444980787421e-22,"ENSG00000161888","Down-regulated","SPC24","protein_coding"
"ENSG00000237649.8",1950.44727724923,-4.10273592978716,0.389348332846843,-10.5374431676353,5.8055840734604e-26,1.19646257655109e-22,"ENSG00000237649","Down-regulated","KIFC1","protein_coding"
"ENSG00000104415.14",1434.12445884176,-4.45980324601546,0.425483537026205,-10.4817292748527,1.04809521281454e-25,2.04000087671985e-22,"ENSG00000104415","Down-regulated","WISP1","protein_coding"
"ENSG00000112984.12",1674.70988975027,-4.31006643285044,0.412030734452908,-10.4605459555665,1.3109808301354e-25,2.41737965177861e-22,"ENSG00000112984","Down-regulated","KIF20A","protein_coding"
"ENSG00000137285.10",387.023356054712,2.98984732037518,0.286733477289759,10.4272697720391,1.86160543006544e-25,3.26106731211713e-22,"ENSG00000137285","Over-expressed","TUBB2B","protein_coding"
"ENSG00000083067.23",65.5915489224991,3.71286302202717,0.356409499309861,10.4174075865448,2.06505295700258e-25,3.44519668326598e-22,"ENSG00000083067","Over-expressed","TRPM3","protein_coding"
"ENSG00000122952.17",1822.47625344553,-3.01130308454055,0.289466655984393,-10.4029359592385,2.40409514717935e-25,3.82852152188312e-22,"ENSG00000122952","Down-regulated","ZWINT","protein_coding"
"ENSG00000025423.11",232.343818481421,-3.67698080861356,0.354651264314153,-10.3678773448738,3.47150231267507e-25,5.28800363150309e-22,"ENSG00000025423","Down-regulated","HSD17B6","protein_coding"
"ENSG00000196549.12",9102.93017192871,3.76240651401876,0.365935734891431,10.2816045422157,8.5295607622196e-25,1.24513817210152e-21,"ENSG00000196549","Over-expressed","MME","protein_coding"
"ENSG00000203805.11",314.41698918102,-5.15883271559588,0.505379188233012,-10.2078455854761,1.82880299505889e-24,2.56288451727553e-21,"ENSG00000203805","Down-regulated","PLPP4","protein_coding"
"ENSG00000105011.9",1156.6844670905,-3.5387085088658,0.346879690817416,-10.2015442314506,1.95144713057554e-24,2.62957500845054e-21,"ENSG00000105011","Down-regulated","ASF1B","protein_coding"
"ENSG00000205364.4",228.191683554787,3.17043043839124,0.313481997313956,10.1135965240646,4.8085923717198e-24,6.23959384234086e-21,"ENSG00000205364","Over-expressed","MT1M","protein_coding"
"ENSG00000171303.7",194.283231005204,3.44135449429592,0.345236205785985,9.96811584828169,2.10178044575616e-23,2.62985278275239e-20,"ENSG00000171303","Over-expressed","KCNK3","protein_coding"
"ENSG00000088325.16",4348.88702313941,-4.42900659928858,0.445368721826208,-9.94458385206689,2.66284653533826e-23,3.21699408157158e-20,"ENSG00000088325","Down-regulated","TPX2","protein_coding"
"ENSG00000135451.13",581.389063933825,-4.10085402550466,0.413122333631749,-9.92648833447019,3.19303054159873e-23,3.72892750083039e-20,"ENSG00000135451","Down-regulated","TROAP","protein_coding"
"ENSG00000127564.17",571.114163914023,-4.538730589348,0.457581840416419,-9.918948237145,3.44365675675929e-23,3.89188756364715e-20,"ENSG00000127564","Down-regulated","PKMYT1","protein_coding"
"ENSG00000090889.12",1321.58784386385,-4.31744389229196,0.436009888982114,-9.90216965576455,4.07340475331331e-23,4.36542779254163e-20,"ENSG00000090889","Down-regulated","KIF4A","protein_coding"
"ENSG00000170509.12",164.397671648076,5.19990303358958,0.525177480000234,9.90123002529975,4.11186291291206e-23,4.36542779254163e-20,"ENSG00000170509","Over-expressed","HSD17B13","protein_coding"
"ENSG00000158445.10",769.548538321189,4.31320765519449,0.444088053965801,9.71250547425589,2.66699298378697e-22,2.74817938785225e-19,"ENSG00000158445","Over-expressed","KCNB1","protein_coding"
"ENSG00000161800.13",2889.21943188207,-2.59447450922655,0.267890973492073,-9.6848149656051,3.49841436615599e-22,3.50191278052215e-19,"ENSG00000161800","Down-regulated","RACGAP1","protein_coding"
"ENSG00000186642.16",2623.15053326205,4.28708768037071,0.442842968837496,9.68083041179296,3.63749304148107e-22,3.50840236740095e-19,"ENSG00000186642","Over-expressed","PDE2A","protein_coding"
"ENSG00000077157.22",9052.62125944951,2.07997856393912,0.214897228373223,9.67894551123158,3.70517732535564e-22,3.50840236740095e-19,"ENSG00000077157","Over-expressed","PPP1R12B","protein_coding"
"ENSG00000100526.20",411.597866492267,-3.14467032101756,0.325796056379539,-9.6522663778169,4.80811525633603e-22,4.43295573699297e-19,"ENSG00000100526","Down-regulated","CDKN3","protein_coding"
"ENSG00000158402.20",296.328094709906,-3.91114914168781,0.405626010811325,-9.64225428705821,5.30108248129053e-22,4.76213909569266e-19,"ENSG00000158402","Down-regulated","CDC25C","protein_coding"
"ENSG00000175063.17",1802.71054236463,-5.00352911936303,0.519953847889293,-9.6230254659609,6.39227793419451e-22,5.46227944937817e-19,"ENSG00000175063","Down-regulated","UBE2C","protein_coding"
"ENSG00000087586.18",1116.08042570556,-3.49362707356683,0.363546398762936,-9.60985196237628,7.26533662971913e-22,5.91955974005139e-19,"ENSG00000087586","Down-regulated","AURKA","protein_coding"
"ENSG00000173641.18",3490.3724691439,5.97860122519529,0.622585782821174,9.60285536573605,7.7759819957035e-22,6.19162566407891e-19,"ENSG00000173641","Over-expressed","HSPB7","protein_coding"
"ENSG00000146670.10",1601.94401663934,-4.02280616280137,0.422807778744722,-9.51450367054436,1.82582378608124e-21,1.42150525211902e-18,"ENSG00000146670","Down-regulated","CDCA5","protein_coding"
"ENSG00000169679.15",1631.32339606176,-3.94898286035679,0.418446471076619,-9.43724737407027,3.82700713298879e-21,2.9147651066144e-18,"ENSG00000169679","Down-regulated","BUB1","protein_coding"
"ENSG00000137812.20",950.61027703175,-3.61456701132228,0.383142421035545,-9.43400368341608,3.94727619369936e-21,2.94240045630334e-18,"ENSG00000137812","Down-regulated","KNL1","protein_coding"
"ENSG00000123485.12",863.180126351797,-4.40822922456585,0.467421454826602,-9.4309518295457,4.0638425460192e-21,2.96618174166214e-18,"ENSG00000123485","Down-regulated","HJURP","protein_coding"
"ENSG00000167676.4",79610.8445696543,7.37518691292804,0.786512898460758,9.37707051894713,6.78311360631898e-21,4.84992622851807e-18,"ENSG00000167676","Over-expressed","PLIN4","protein_coding"
"ENSG00000166851.15",989.856162686447,-3.89086828484766,0.415393028344908,-9.36671542213993,7.48247906666751e-21,5.24297308201393e-18,"ENSG00000166851","Down-regulated","PLK1","protein_coding"
"ENSG00000123689.6",6634.21233192923,5.10814593044557,0.545821688446424,9.35863495088463,8.07734628830939e-21,5.54882014139058e-18,"ENSG00000123689","Over-expressed","G0S2","protein_coding"
"ENSG00000142945.13",2181.77831226599,-4.97793906172891,0.532698300256105,-9.34476242806795,9.20959920672827e-21,6.20496746553317e-18,"ENSG00000142945","Down-regulated","KIF2C","protein_coding"
"ENSG00000186185.14",629.570501797914,-4.48652035536087,0.480887143779386,-9.3296741520275,1.06196884718105e-20,7.02001482282795e-18,"ENSG00000186185","Down-regulated","KIF18B","protein_coding"
"ENSG00000170373.8",244.681507996568,-9.65229144933725,1.03751313304319,-9.30329568072606,1.36158413017356e-20,8.69880380254926e-18,"ENSG00000170373","Down-regulated","CST1","protein_coding"
"ENSG00000114346.14",3395.17259663483,-2.3178293819915,0.249149037602339,-9.30298348449144,1.36558929396378e-20,8.69880380254926e-18,"ENSG00000114346","Down-regulated","ECT2","protein_coding"
"ENSG00000138180.16",1280.1628170548,-4.04892347935147,0.436162580238942,-9.28306017708661,1.64679452453504e-20,1.01613547925892e-17,"ENSG00000138180","Down-regulated","CEP55","protein_coding"
"ENSG00000149090.12",2363.40346166618,4.28613771033606,0.46173658713273,9.28264692419527,1.65319601306574e-20,1.01613547925892e-17,"ENSG00000149090","Over-expressed","PAMR1","protein_coding"
"ENSG00000135437.10",283.420631359295,4.78281075752166,0.515556395444151,9.27698851141452,1.74336261045785e-20,1.05308119064467e-17,"ENSG00000135437","Over-expressed","RDH5","protein_coding"
"ENSG00000080986.13",1025.51399844565,-4.09806650288154,0.442080164557732,-9.26996239919824,1.86211556812189e-20,1.10574947337543e-17,"ENSG00000080986","Down-regulated","NDC80","protein_coding"
"ENSG00000183856.11",2028.01495612156,-4.22875288579006,0.457050268258807,-9.25227087580551,2.19772922365533e-20,1.28329072251274e-17,"ENSG00000183856","Down-regulated","IQGAP3","protein_coding"
"ENSG00000276043.5",990.272961719582,-3.93290476254286,0.425464870741296,-9.24378258465965,2.37933762925019e-20,1.36655891542263e-17,"ENSG00000276043","Down-regulated","UHRF1","protein_coding"
"ENSG00000145386.11",1264.48777685107,-3.77802194548853,0.409934151797349,-9.21616783799021,3.07908042177784e-20,1.71231083455534e-17,"ENSG00000145386","Down-regulated","CCNA2","protein_coding"
"ENSG00000168874.13",1005.94678992008,4.79981640372466,0.522891559713175,9.17937250002185,4.33610765520732e-20,2.37368018281544e-17,"ENSG00000168874","Over-expressed","ATOH8","protein_coding"
"ENSG00000196611.5",401.977325924067,-6.2628003422892,0.683235663669121,-9.16638383402973,4.89152792304765e-20,2.63653355052268e-17,"ENSG00000196611","Down-regulated","MMP1","protein_coding"
"ENSG00000162849.16",1768.73127647394,-3.72310583013729,0.406466706137447,-9.15968214350703,5.20504028366556e-20,2.76300888391247e-17,"ENSG00000162849","Down-regulated","KIF26B","protein_coding"
"ENSG00000122565.19",13322.0666181951,-1.23739893011214,0.13529322617969,-9.14605235644751,5.90520758653012e-20,3.08789474319526e-17,"ENSG00000122565","Down-regulated","CBX3","protein_coding"
"ENSG00000155886.11",318.220377063064,-6.18820880721969,0.678901778190888,-9.11502813221347,7.86500654868009e-20,4.0522133004854e-17,"ENSG00000155886","Down-regulated","SLC24A2","protein_coding"
"ENSG00000198838.14",462.067698877072,2.68549299385032,0.294713557000389,9.11221397883225,8.07176571666269e-20,4.09846828816344e-17,"ENSG00000198838","Over-expressed","RYR3","protein_coding"
"ENSG00000169607.13",675.569436522506,-4.01474807905839,0.440835450014715,-9.10713527898988,8.45858901194846e-20,4.23352380048021e-17,"ENSG00000169607","Down-regulated","CKAP2L","protein_coding"
"ENSG00000083782.8",111.212510090969,-6.14134577881238,0.675426646064618,-9.09254293503968,9.67492378676883e-20,4.77409795590769e-17,"ENSG00000083782","Down-regulated","EPYC","protein_coding"
"ENSG00000134962.7",1497.06424875682,4.90547706202687,0.540949550828164,9.06827088499632,1.20920624979341e-19,5.88396402243225e-17,"ENSG00000134962","Over-expressed","KLB","protein_coding"
"ENSG00000068976.14",226.914977414999,3.46795543347906,0.382522017477544,9.06602829386847,1.23434407129482e-19,5.92400610107043e-17,"ENSG00000068976","Over-expressed","PYGM","protein_coding"
"ENSG00000134057.15",2207.74933858022,-2.93031911779938,0.323474216347418,-9.05889548443071,1.31778131948772e-19,6.23898223354759e-17,"ENSG00000134057","Down-regulated","CCNB1","protein_coding"
"ENSG00000168078.10",702.240961691512,-3.88679107319858,0.43025000011989,-9.03379679747942,1.6581646737989e-19,7.74583991287258e-17,"ENSG00000168078","Down-regulated","PBK","protein_coding"
"ENSG00000117650.13",1513.23552875465,-4.80387261983605,0.534952532731473,-8.97999789870594,2.7077193180467e-19,1.24822297773376e-16,"ENSG00000117650","Down-regulated","NEK2","protein_coding"
"ENSG00000130876.11",689.042344848245,6.33005248825826,0.705210147128624,8.97612224389011,2.80477729953137e-19,1.27617367128677e-16,"ENSG00000130876","Over-expressed","SLC7A10","protein_coding"
"ENSG00000075702.18",717.99404932516,-3.85626003132802,0.429937065561143,-8.96935933238259,2.98244088635465e-19,1.3396130314543e-16,"ENSG00000075702","Down-regulated","WDR62","protein_coding"
"ENSG00000089685.15",2299.47505099155,-4.45361797674817,0.496765049225263,-8.96524017479465,3.09605387024205e-19,1.37304110561937e-16,"ENSG00000089685","Down-regulated","BIRC5","protein_coding"
"ENSG00000154839.10",609.788849991445,-4.35337722347296,0.487186786770023,-8.93574567638669,4.04441287887288e-19,1.77120006514139e-16,"ENSG00000154839","Down-regulated","SKA1","protein_coding"
"ENSG00000197245.6",362.494280021478,3.04964452513819,0.341390492255488,8.93300954279629,4.14573899541206e-19,1.79316007042298e-16,"ENSG00000197245","Over-expressed","FAM110D","protein_coding"
"ENSG00000198826.11",1118.5357644919,-3.16071202435457,0.354195511222433,-8.92363659111892,4.51222678314268e-19,1.92623472727066e-16,"ENSG00000198826","Down-regulated","ARHGAP11A","protein_coding"
"ENSG00000009950.16",950.414464040251,4.83375701715027,0.541755919562473,8.92238892572519,4.56336470282473e-19,1.92623472727066e-16,"ENSG00000009950","Over-expressed","MLXIPL","protein_coding"
"ENSG00000112964.14",5178.9974189602,3.42845518938279,0.384973875482031,8.90568271701546,5.3058482920369e-19,2.18694582248838e-16,"ENSG00000112964","Over-expressed","GHR","protein_coding"
"ENSG00000113368.12",2979.76042157057,-2.84848336360535,0.320548629625668,-8.88627528038963,6.31916745547072e-19,2.57432595119089e-16,"ENSG00000113368","Down-regulated","LMNB1","protein_coding"
"ENSG00000152240.13",1206.7232823636,-1.18590831620835,0.133634567083641,-8.87426316475509,7.03979218081228e-19,2.83493240292825e-16,"ENSG00000152240","Down-regulated","HAUS1","protein_coding"
"ENSG00000258227.7",280.543556279912,-4.10782222126104,0.463798978931543,-8.85690225261871,8.22686126103646e-19,3.27531913955014e-16,"ENSG00000258227","Down-regulated","CLEC5A","protein_coding"
"ENSG00000157456.8",1069.58121153069,-3.43188918795792,0.387622834814277,-8.85368167126236,8.46786751766573e-19,3.33339032001594e-16,"ENSG00000157456","Down-regulated","CCNB2","protein_coding"
"ENSG00000178999.13",697.224625775826,-4.38503605139666,0.4960801780297,-8.83936961322032,9.62601748991371e-19,3.74719469732363e-16,"ENSG00000178999","Down-regulated","AURKB","protein_coding"
"ENSG00000137070.18",688.879480417525,1.7993155504415,0.203723967605049,8.83212501500932,1.02705561249466e-18,3.92594613005454e-16,"ENSG00000137070","Over-expressed","IL11RA","protein_coding"
"ENSG00000164611.13",1396.44901802269,-4.1768532137572,0.472938556017511,-8.83170373954995,1.03093205070649e-18,3.92594613005454e-16,"ENSG00000164611","Down-regulated","PTTG1","protein_coding"
"ENSG00000164919.11",11813.6982207412,-2.86013583183023,0.325228035333724,-8.79424748513879,1.44009846270374e-18,5.36743081285379e-16,"ENSG00000164919","Down-regulated","COX6C","protein_coding"
"ENSG00000156970.13",973.761418488377,-3.6062703292178,0.410875000207424,-8.77704977766287,1.6781873718044e-18,6.18897837591234e-16,"ENSG00000156970","Down-regulated","BUB1B","protein_coding"
"ENSG00000109674.4",169.770338598413,-4.29515321590074,0.489820796410005,-8.76882575705397,1.80539174957917e-18,6.54447066527256e-16,"ENSG00000109674","Down-regulated","NEIL3","protein_coding"
"ENSG00000053438.11",371.49577250085,4.16944121298982,0.47551323271269,8.76829691826692,1.8138897899769e-18,6.54447066527256e-16,"ENSG00000053438","Over-expressed","NNAT","protein_coding"
"ENSG00000183682.8",424.703690486269,-2.78612217236541,0.317856847937569,-8.76533631552479,1.86219909075497e-18,6.59011567117176e-16,"ENSG00000183682","Down-regulated","BMP8A","protein_coding"
"ENSG00000159433.12",1796.33648787711,2.5892842441068,0.295609977612319,8.75912330504131,1.96774775628897e-18,6.8940042641584e-16,"ENSG00000159433","Over-expressed","STARD9","protein_coding"
"ENSG00000105974.13",24882.2365443168,3.43945410058249,0.393020032471629,8.7513455203604,2.10823795795563e-18,7.25264399857839e-16,"ENSG00000105974","Over-expressed","CAV1","protein_coding"
"ENSG00000056998.20",7504.60068253418,4.63526521987032,0.529673759004679,8.75117020820618,2.11151616342228e-18,7.25264399857839e-16,"ENSG00000056998","Over-expressed","GYG2","protein_coding"
"ENSG00000079462.8",1405.18885647073,-2.61462741306444,0.298843830837156,-8.74914300803881,2.14979084185936e-18,7.31241962568376e-16,"ENSG00000079462","Down-regulated","PAFAH1B3","protein_coding"
"ENSG00000171241.9",628.166835363968,-3.22438821799874,0.369216444323844,-8.7330569035289,2.47880303304909e-18,8.35046771758413e-16,"ENSG00000171241","Down-regulated","SHCBP1","protein_coding"
"ENSG00000187134.14",2840.20787850423,5.22650776680231,0.599865000340777,8.71280665455259,2.9644202286441e-18,9.89128216290915e-16,"ENSG00000187134","Over-expressed","AKR1C1","protein_coding"
"ENSG00000138316.11",242.054062157601,-3.45541324941897,0.39665593703377,-8.71136147679742,3.00246542320244e-18,9.92371472659411e-16,"ENSG00000138316","Down-regulated","ADAMTS14","protein_coding"
"ENSG00000168079.17",3966.29422969853,7.01774285568502,0.80945552788148,8.66970774052525,4.33230940456408e-18,1.41852766344769e-15,"ENSG00000168079","Over-expressed","SCARA5","protein_coding"
"ENSG00000164087.8",597.866508487899,-2.43936081223584,0.28198345712015,-8.65072312095408,5.11741233271343e-18,1.66007908404273e-15,"ENSG00000164087","Down-regulated","POC1A","protein_coding"
"ENSG00000180914.10",6511.22847878977,4.9857742892917,0.577716084757122,8.63014622725585,6.12735871225738e-18,1.96946800443979e-15,"ENSG00000180914","Over-expressed","OXTR","protein_coding"
"ENSG00000111206.13",1837.79187150692,-4.12880090532584,0.479294616226683,-8.61432773401553,7.03531779039316e-18,2.24074871624022e-15,"ENSG00000111206","Down-regulated","FOXM1","protein_coding"
"ENSG00000117724.13",7832.69991432039,-4.02352622731048,0.467350067453463,-8.6092342924742,7.35501906280549e-18,2.31260715490943e-15,"ENSG00000117724","Down-regulated","CENPF","protein_coding"
"ENSG00000167900.12",2824.48137839869,-3.77173266097916,0.438679330466748,-8.59792654686078,8.11692206292801e-18,2.51660499535118e-15,"ENSG00000167900","Down-regulated","TK1","protein_coding"
"ENSG00000135424.18",5855.49468641894,4.62521113148184,0.538817021117956,8.58401080553337,9.16213609056492e-18,2.81574945555212e-15,"ENSG00000135424","Over-expressed","ITGA7","protein_coding"
"ENSG00000179094.16",5172.32594073565,2.88678075350535,0.336609275192865,8.57605825582592,9.8179833920015e-18,2.99106998381541e-15,"ENSG00000179094","Over-expressed","PER1","protein_coding"
"ENSG00000126787.13",821.153815851458,-3.62077583704619,0.422396076468751,-8.57199211535304,1.01710054691431e-17,3.07190669492611e-15,"ENSG00000126787","Down-regulated","DLGAP5","protein_coding"
"ENSG00000134690.11",1308.16558569566,-3.79337152620399,0.443097085108311,-8.56103922524503,1.11854638247017e-17,3.32104004320698e-15,"ENSG00000134690","Down-regulated","CDCA8","protein_coding"
"ENSG00000101057.16",3390.54834051092,-5.16550418752099,0.605235055811376,-8.53470752878999,1.40510411972906e-17,4.13679183484938e-15,"ENSG00000101057","Down-regulated","MYBL2","protein_coding"
"ENSG00000075218.19",650.269622863799,-3.74482968490587,0.438837472600524,-8.53352304376889,1.41957163292277e-17,4.14455767995412e-15,"ENSG00000075218","Down-regulated","GTSE1","protein_coding"
"ENSG00000066279.18",2075.0536611711,-4.20156694265024,0.492913578614124,-8.52394238045412,1.54212365059766e-17,4.46514893377596e-15,"ENSG00000066279","Down-regulated","ASPM","protein_coding"
"ENSG00000185267.10",162.514624516186,1.84447056265712,0.216476385622831,8.52042386678958,1.58970439858868e-17,4.5651880003733e-15,"ENSG00000185267","Over-expressed","CDNF","protein_coding"
"ENSG00000130176.8",5490.53624297796,3.65716927806518,0.429621919769428,8.51252952835352,1.70179406475793e-17,4.83240189297388e-15,"ENSG00000130176","Over-expressed","CNN1","protein_coding"
"ENSG00000123243.15",11102.9849995571,4.87332430529535,0.572570858858748,8.51130341318609,1.71988931474202e-17,4.83240189297388e-15,"ENSG00000123243","Over-expressed","ITIH5","protein_coding"
"ENSG00000100162.15",350.722189559219,-3.5243152930793,0.414088588802145,-8.51101766236608,1.72413368523401e-17,4.83240189297388e-15,"ENSG00000100162","Down-regulated","CENPM","protein_coding"
"ENSG00000130226.17",123.97634768414,3.58256368505665,0.420985662196794,8.50994227775372,1.74019963942096e-17,4.83872177516772e-15,"ENSG00000130226","Over-expressed","DPP6","protein_coding"
"ENSG00000092853.14",580.949042728146,-3.28304599585939,0.385846519853603,-8.50868370435227,1.75919006641582e-17,4.85300976195892e-15,"ENSG00000092853","Down-regulated","CLSPN","protein_coding"
"ENSG00000144230.16",72.5231479325375,4.12629815686962,0.486712283357097,8.47790018449604,2.29294549224445e-17,6.22739111013832e-15,"ENSG00000144230","Over-expressed","GPR17","protein_coding"
"ENSG00000137225.13",240.333210071963,3.08383832349069,0.364664055043465,8.45665560079159,2.7515502842022e-17,7.35882169519269e-15,"ENSG00000137225","Over-expressed","CAPN11","protein_coding"
"ENSG00000163815.6",1366.30187127603,4.45606822589537,0.527127321246017,8.45349509746936,2.82709813792422e-17,7.50358964107386e-15,"ENSG00000163815","Over-expressed","CLEC3B","protein_coding"
"ENSG00000022267.19",31750.6809376177,5.19362879270494,0.614559225539103,8.4509817392278,2.88863438792096e-17,7.60927111133915e-15,"ENSG00000022267","Over-expressed","FHL1","protein_coding"
"ENSG00000135476.12",856.676217010531,-3.07386426765094,0.36458376972766,-8.43116047087637,3.42254038556075e-17,8.94841062747171e-15,"ENSG00000135476","Down-regulated","ESPL1","protein_coding"
"ENSG00000169258.7",437.591642589855,-3.45333477130149,0.411030671828021,-8.40164739031056,4.40258134851203e-17,1.13415027606705e-14,"ENSG00000169258","Down-regulated","GPRIN1","protein_coding"
"ENSG00000258311.5",75.1816208078692,3.32837405467998,0.396648917972451,8.39123442386689,4.81064005501205e-17,1.23022463012662e-14,"ENSG00000258311","Over-expressed","RP11-644F5.10","protein_coding"
"ENSG00000165304.8",1188.07366219139,-4.27887377201304,0.510513231543742,-8.38151395033218,5.22512079173076e-17,1.32653700679918e-14,"ENSG00000165304","Down-regulated","MELK","protein_coding"
"ENSG00000168477.19",14536.0195590171,5.51702536759958,0.658922102679428,8.37280362149829,5.62633231754406e-17,1.41811908449753e-14,"ENSG00000168477","Over-expressed","TNXB","protein_coding"
"ENSG00000172901.20",592.071769156869,5.36265604854309,0.641240451386212,8.36294097939436,6.11738215763843e-17,1.53087488494902e-14,"ENSG00000172901","Over-expressed","LVRN","protein_coding"
"ENSG00000147434.9",70.6656846858977,-5.89590982244643,0.705142668648921,-8.36130060565361,6.20305663676994e-17,1.54130559765415e-14,"ENSG00000147434","Down-regulated","CHRNA6","protein_coding"
"ENSG00000148773.14",6164.09299306323,-3.83797885704175,0.460305701637725,-8.33789119575659,7.56271116797036e-17,1.86591257584395e-14,"ENSG00000148773","Down-regulated","MKI67","protein_coding"
"ENSG00000133317.16",1582.08006544756,5.78676371017948,0.69750225161791,8.29640864492787,1.07305968466896e-16,2.62899622743896e-14,"ENSG00000133317","Over-expressed","LGALS12","protein_coding"
"ENSG00000121152.10",963.636751035776,-3.40444334113022,0.410951503373374,-8.28429465079016,1.18811124021809e-16,2.8906581459056e-14,"ENSG00000121152","Down-regulated","NCAPH","protein_coding"
"ENSG00000077152.11",1119.29625631203,-3.75373373764757,0.453464789430809,-8.27789461307299,1.25372104818613e-16,3.02271204666757e-14,"ENSG00000077152","Down-regulated","UBE2T","protein_coding"
"ENSG00000051180.17",568.044393616719,-3.30706649129566,0.399532842171744,-8.27733328083721,1.25964309637067e-16,3.02271204666757e-14,"ENSG00000051180","Down-regulated","RAD51","protein_coding"
"ENSG00000174371.17",847.232086530808,-4.15797110655205,0.503025284686197,-8.26592863844989,1.3861145494585e-16,3.25922974766971e-14,"ENSG00000174371","Down-regulated","EXO1","protein_coding"
"ENSG00000111665.12",654.142207100723,-3.80345088361009,0.460408274050411,-8.26103938174152,1.4440942784691e-16,3.37292286974433e-14,"ENSG00000111665","Down-regulated","CDCA3","protein_coding"
"ENSG00000135074.16",1239.28639006402,-2.34860199603677,0.284655199862078,-8.25069065021375,1.57481722570836e-16,3.62985009886135e-14,"ENSG00000135074","Down-regulated","ADAM19","protein_coding"
"ENSG00000169418.10",3888.18555707937,4.21129804871496,0.510792403368239,8.24463719692199,1.65662082726012e-16,3.76881238201676e-14,"ENSG00000169418","Over-expressed","NPR1","protein_coding"
"ENSG00000133800.9",4716.26727460596,5.65430873093317,0.686115670691285,8.24104297929278,1.70715885866026e-16,3.85872971697821e-14,"ENSG00000133800","Over-expressed","LYVE1","protein_coding"
"ENSG00000085999.13",291.006518888459,-3.23423924081213,0.392822772342003,-8.23332929893459,1.82080772146969e-16,4.08923067446734e-14,"ENSG00000085999","Down-regulated","RAD54L","protein_coding"
"ENSG00000188486.3",1301.60827833836,-2.00377667239018,0.243928904037178,-8.21459301963155,2.12885020797312e-16,4.75059025709162e-14,"ENSG00000188486","Down-regulated","H2AFX","protein_coding"
"ENSG00000183549.10",450.837225284114,3.84663163039314,0.469089473740794,8.20020879965148,2.39969856494071e-16,5.32110374827201e-14,"ENSG00000183549","Over-expressed","ACSM5","protein_coding"
"ENSG00000167779.9",3050.24676081854,3.84663851254922,0.470031625742578,8.18378658344983,2.75061034687535e-16,6.06085745300491e-14,"ENSG00000167779","Over-expressed","IGFBP6","protein_coding"
"ENSG00000102100.16",2147.41652636125,-1.2651539605032,0.155151167645642,-8.15433089999527,3.51118311158933e-16,7.65490816907066e-14,"ENSG00000102100","Down-regulated","SLC35A2","protein_coding"
